x,V
   -1.040000,   -4.823071
   -1.036000,   -4.790498
   -1.032000,   -4.757982
   -1.028000,   -4.725524
   -1.024000,   -4.693124
   -1.020000,   -4.660784
   -1.016000,   -4.628504
   -1.012000,   -4.596285
   -1.008000,   -4.564127
   -1.004000,   -4.532032
   -1.000000,   -4.500000
   -0.996000,   -4.468032
   -0.992000,   -4.436129
   -0.988000,   -4.404291
   -0.984000,   -4.372520
   -0.980000,   -4.340816
   -0.976000,   -4.309179
   -0.972000,   -4.277612
   -0.968000,   -4.246113
   -0.964000,   -4.214684
   -0.960000,   -4.183327
   -0.956000,   -4.152040
   -0.952000,   -4.120827
   -0.948000,   -4.089686
   -0.944000,   -4.058618
   -0.940000,   -4.027626
   -0.936000,   -3.996708
   -0.932000,   -3.965866
   -0.928000,   -3.935101
   -0.924000,   -3.904413
   -0.920000,   -3.873804
   -0.916000,   -3.843273
   -0.912000,   -3.812821
   -0.908000,   -3.782450
   -0.904000,   -3.752159
   -0.900000,   -3.721950
   -0.896000,   -3.691823
   -0.892000,   -3.661779
   -0.888000,   -3.631819
   -0.884000,   -3.601943
   -0.880000,   -3.572152
   -0.876000,   -3.542447
   -0.872000,   -3.512828
   -0.868000,   -3.483296
   -0.864000,   -3.453852
   -0.860000,   -3.424496
   -0.856000,   -3.395229
   -0.852000,   -3.366052
   -0.848000,   -3.336965
   -0.844000,   -3.307969
   -0.840000,   -3.279064
   -0.836000,   -3.250252
   -0.832000,   -3.221533
   -0.828000,   -3.192907
   -0.824000,   -3.164376
   -0.820000,   -3.135939
   -0.816000,   -3.107598
   -0.812000,   -3.079353
   -0.808000,   -3.051204
   -0.804000,   -3.023153
   -0.800000,   -2.995200
   -0.796000,   -2.967345
   -0.792000,   -2.939590
   -0.788000,   -2.911934
   -0.784000,   -2.884379
   -0.780000,   -2.856925
   -0.776000,   -2.829572
   -0.772000,   -2.802322
   -0.768000,   -2.775174
   -0.764000,   -2.748129
   -0.760000,   -2.721189
   -0.756000,   -2.694353
   -0.752000,   -2.667623
   -0.748000,   -2.640998
   -0.744000,   -2.614479
   -0.740000,   -2.588067
   -0.736000,   -2.561763
   -0.732000,   -2.535566
   -0.728000,   -2.509478
   -0.724000,   -2.483500
   -0.720000,   -2.457631
   -0.716000,   -2.431872
   -0.712000,   -2.406224
   -0.708000,   -2.380687
   -0.704000,   -2.355262
   -0.700000,   -2.329950
   -0.696000,   -2.304751
   -0.692000,   -2.279665
   -0.688000,   -2.254693
   -0.684000,   -2.229835
   -0.680000,   -2.205093
   -0.676000,   -2.180466
   -0.672000,   -2.155956
   -0.668000,   -2.131562
   -0.664000,   -2.107285
   -0.660000,   -2.083126
   -0.656000,   -2.059085
   -0.652000,   -2.035163
   -0.648000,   -2.011360
   -0.644000,   -1.987677
   -0.640000,   -1.964114
   -0.636000,   -1.940671
   -0.632000,   -1.917350
   -0.628000,   -1.894151
   -0.624000,   -1.871073
   -0.620000,   -1.848118
   -0.616000,   -1.825287
   -0.612000,   -1.802578
   -0.608000,   -1.779994
   -0.604000,   -1.757535
   -0.600000,   -1.735200
   -0.596000,   -1.712991
   -0.592000,   -1.690907
   -0.588000,   -1.668951
   -0.584000,   -1.647120
   -0.580000,   -1.625418
   -0.576000,   -1.603842
   -0.572000,   -1.582395
   -0.568000,   -1.561077
   -0.564000,   -1.539887
   -0.560000,   -1.518828
   -0.556000,   -1.497897
   -0.552000,   -1.477098
   -0.548000,   -1.456429
   -0.544000,   -1.435891
   -0.540000,   -1.415485
   -0.536000,   -1.395211
   -0.532000,   -1.375069
   -0.528000,   -1.355060
   -0.524000,   -1.335184
   -0.520000,   -1.315442
   -0.516000,   -1.295834
   -0.512000,   -1.276360
   -0.508000,   -1.257021
   -0.504000,   -1.237818
   -0.500000,   -1.218750
   -0.496000,   -1.199818
   -0.492000,   -1.181023
   -0.488000,   -1.162364
   -0.484000,   -1.143842
   -0.480000,   -1.125458
   -0.476000,   -1.107212
   -0.472000,   -1.089104
   -0.468000,   -1.071134
   -0.464000,   -1.053304
   -0.460000,   -1.035613
   -0.456000,   -1.018061
   -0.452000,   -1.000650
   -0.448000,   -0.983379
   -0.444000,   -0.966249
   -0.440000,   -0.949260
   -0.436000,   -0.932412
   -0.432000,   -0.915706
   -0.428000,   -0.899142
   -0.424000,   -0.882720
   -0.420000,   -0.866442
   -0.416000,   -0.850306
   -0.412000,   -0.834313
   -0.408000,   -0.818465
   -0.404000,   -0.802760
   -0.400000,   -0.787200
   -0.396000,   -0.771784
   -0.392000,   -0.756514
   -0.388000,   -0.741388
   -0.384000,   -0.726408
   -0.380000,   -0.711574
   -0.376000,   -0.696886
   -0.372000,   -0.682345
   -0.368000,   -0.667950
   -0.364000,   -0.653702
   -0.360000,   -0.639602
   -0.356000,   -0.625649
   -0.352000,   -0.611844
   -0.348000,   -0.598187
   -0.344000,   -0.584678
   -0.340000,   -0.571318
   -0.336000,   -0.558107
   -0.332000,   -0.545045
   -0.328000,   -0.532133
   -0.324000,   -0.519370
   -0.320000,   -0.506757
   -0.316000,   -0.494294
   -0.312000,   -0.481982
   -0.308000,   -0.469820
   -0.304000,   -0.457810
   -0.300000,   -0.445950
   -0.296000,   -0.434242
   -0.292000,   -0.422685
   -0.288000,   -0.411280
   -0.284000,   -0.400027
   -0.280000,   -0.388927
   -0.276000,   -0.377979
   -0.272000,   -0.367183
   -0.268000,   -0.356541
   -0.264000,   -0.346051
   -0.260000,   -0.335715
   -0.256000,   -0.325533
   -0.252000,   -0.315504
   -0.248000,   -0.305629
   -0.244000,   -0.295908
   -0.240000,   -0.286341
   -0.236000,   -0.276929
   -0.232000,   -0.267671
   -0.228000,   -0.258569
   -0.224000,   -0.249621
   -0.220000,   -0.240829
   -0.216000,   -0.232192
   -0.212000,   -0.223710
   -0.208000,   -0.215384
   -0.204000,   -0.207214
   -0.200000,   -0.199200
   -0.196000,   -0.191342
   -0.192000,   -0.183641
   -0.188000,   -0.176095
   -0.184000,   -0.168707
   -0.180000,   -0.161475
   -0.176000,   -0.154400
   -0.172000,   -0.147482
   -0.168000,   -0.140722
   -0.164000,   -0.134118
   -0.160000,   -0.127672
   -0.156000,   -0.121384
   -0.152000,   -0.115253
   -0.148000,   -0.109280
   -0.144000,   -0.103465
   -0.140000,   -0.097808
   -0.136000,   -0.092309
   -0.132000,   -0.086968
   -0.128000,   -0.081786
   -0.124000,   -0.076762
   -0.120000,   -0.071896
   -0.116000,   -0.067189
   -0.112000,   -0.062641
   -0.108000,   -0.058252
   -0.104000,   -0.054022
   -0.100000,   -0.049950
   -0.096000,   -0.046038
   -0.092000,   -0.042284
   -0.088000,   -0.038690
   -0.084000,   -0.035255
   -0.080000,   -0.031980
   -0.076000,   -0.028863
   -0.072000,   -0.025907
   -0.068000,   -0.023109
   -0.064000,   -0.020472
   -0.060000,   -0.017994
   -0.056000,   -0.015675
   -0.052000,   -0.013516
   -0.048000,   -0.011517
   -0.044000,   -0.009678
   -0.040000,   -0.007999
   -0.036000,   -0.006479
   -0.032000,   -0.005119
   -0.028000,   -0.003920
   -0.024000,   -0.002880
   -0.020000,   -0.002000
   -0.016000,   -0.001280
   -0.012000,   -0.000720
   -0.008000,   -0.000320
   -0.004000,   -0.000080
    0.000000,    0.000000
    0.004000,   -0.000080
    0.008000,   -0.000320
    0.012000,   -0.000720
    0.016000,   -0.001280
    0.020000,   -0.002000
    0.024000,   -0.002880
    0.028000,   -0.003920
    0.032000,   -0.005119
    0.036000,   -0.006479
    0.040000,   -0.007999
    0.044000,   -0.009678
    0.048000,   -0.011517
    0.052000,   -0.013516
